mean radius,mean texture,mean perimeter,mean area,mean smoothness,mean compactness,mean concavity,mean concave points,mean symmetry,mean fractal dimension,radius error,texture error,perimeter error,area error,smoothness error,compactness error,concavity error,concave points error,symmetry error,fractal dimension error,worst radius,worst texture,worst perimeter,worst area,worst smoothness,worst compactness,worst concavity,worst concave points,worst symmetry,worst fractal dimension,target
0.01453858559756239,0.01818943398684626,0.08789039450770073,0.8628099684496906,9.151964024379356e-05,8.466079785564191e-05,2.712213108133667e-05,5.347736797439182e-05,0.000140957312071463,6.027140240297038e-05,0.0005935328964235166,0.0010266660929036443,0.0018124626027273172,0.024000547695233007,5.304531491057124e-06,8.706949368644162e-06,2.6009594441998688e-05,1.2270307012504364e-05,1.5780738156046546e-05,4.764465161281404e-06,0.016364009792204325,0.041919948517191406,0.1510025458052914,0.47104585283038325,0.00014484578964584817,0.00019701619710218275,0.0001836225521237449,0.00015694327543282433,0.00030686568857856425,9.959903253723833e-05,1
0.01909269887068108,0.03365650410185048,0.10920527436918398,0.7775117744819192,0.0001357427299075555,0.00011570392654368875,2.8801902358127348e-05,3.053901224725512e-05,0.0003571932209518971,8.868566380386224e-05,0.000261962375244357,0.0011468027250188131,0.005842582993164551,0.04133390941540624,7.477327478111575e-06,6.576201723126546e-05,4.984884985407717e-05,1.3341624344890224e-05,2.5451761857666656e-05,4.477710937421306e-06,0.02537421230904488,0.047165635471763744,0.15074081261100683,0.5955805334152343,0.0001878250067619398,0.00027731718587146846,0.0006016293982077329,0.00011263296441826647,0.0005071740479864105,0.00011210562748763837,1
0.014526389423950925,0.03168904952113739,0.13010533786840492,0.4827334411348136,0.00012964802560876202,0.00012350121082473832,9.04671252458277e-05,2.1130516467617502e-05,0.00027990200362261,9.755546527029264e-05,0.0002573053978520196,0.0010242449579943174,0.0026295454929466723,0.09116654399586979,6.6471681975153215e-06,1.0771048750648055e-05,8.847647188032333e-05,1.7001255770253676e-05,5.3761091229196156e-05,3.584521093965668e-06,0.0166784471163881,0.02277146045810085,0.11691053414164948,0.8520803425993436,0.00017781376683762153,0.0004437273954593899,0.0005050610396938493,7.911502091822161e-05,0.00033935259737618694,8.649926887539668e-05,1
0.011467828987719574,0.017515930577133323,0.05812461267748277,0.43711279668944814,8.593017063400832e-05,9.015205973051466e-05,4.432983551331668e-05,4.4486929061093656e-05,0.00022611652533149125,7.032881767040694e-05,0.0005899844553699222,0.0023819309181684666,0.002708881864479307,0.04414328692533151,4.1934158909717715e-06,2.286692954828672e-05,4.654878187566652e-05,1.1615104188760494e-05,2.231710213106729e-05,2.5606248287647818e-06,0.013058401158961501,0.023318573498145537,0.07213539346984221,0.8928804521774126,0.00011026003384596816,0.00027128092031737314,3.065287850998332e-05,0.00017093741667482688,0.0003612169764196945,6.403525741259166e-05,1
0.028247056182639257,0.0334146744388855,0.1797204379268197,0.5969958985505533,0.0001893368703961501,0.00011434812427167448,6.203084621125664e-05,7.732000248067693e-05,0.00040699850552014614,0.00011308536041206542,0.00034172332754650933,0.0018381956368647364,0.003380321716491906,0.03813546856019317,1.4253689904540869e-05,7.570755016763768e-05,3.496884534301971e-05,1.8401383504949042e-05,3.527967952384656e-05,1.0618872702496988e-05,0.02906299590730972,0.033162121666963695,0.2164182984006887,0.7477504762515715,0.0003461915688958952,0.0003543509661425998,0.00011930204402860226,0.00010883081756199803,0.000455760617637357,0.00015642730150110818,1
0.031714688250977785,0.02283895861706643,0.19989958981489947,0.771891055111409,0.00014224648180485446,0.00014467282764833993,0.00024091266149187964,5.655733891943867e-05,0.00033358341886887294,8.94617193259319e-05,0.0005344222393328635,0.0014811667336167415,0.002830215022594661,0.033186149601220585,1.9755151319217156e-05,2.758207339497673e-05,8.262098943171804e-05,2.3371189318218082e-05,3.011799614752283e-05,3.993295643052533e-06,0.015624101847631256,0.032544341991008294,0.11530621602009,0.5890541554216654,0.0001917595908561095,0.0005539895445222624,0.0009008787309199267,0.0002679938118740077,0.0002586015053830963,0.00010066987173841962,1
0.029303421053795426,0.033456170121621526,0.20670074307525385,0.7698197614079129,0.00015674285955253388,0.0001164643159623409,7.100264195666575e-05,7.729421291280828e-05,0.0002969371701881668,9.854192524856512e-05,0.0003910765569512922,0.0006344651207385435,0.0017016904074926488,0.0567490333140897,8.936216415126532e-06,1.8421969549002984e-05,7.250137846234735e-05,1.0107104310190282e-05,3.5189084206315875e-05,5.0160837424531015e-06,0.02419834983131748,0.04074689874821847,0.16142641113278888,0.5754523708273306,0.00020139271795096485,0.0002305868561345543,0.00048443535178437514,0.00010670691683680966,0.0003662537335759407,0.0001128423694069437,0
0.017399200082507078,0.02291125364163543,0.05317462598916879,0.9696980485852095,5.9883536081815416e-05,6.794399845040784e-05,3.868207748806322e-05,8.369853853447484e-05,0.00015534709292196303,5.374455767179654e-05,0.0002880597561624241,0.00141912988974309,0.0011634748206786434,0.010844985732287985,4.408828659184642e-06,2.360331354196912e-05,1.1056674642978291e-05,8.500123952333826e-06,1.038089850500539e-05,9.16775820912633e-07,0.01290488167092827,0.022943821166357015,0.06975149607245583,0.2243902453317244,9.534142862244166e-05,5.775850509373196e-05,0.0001137420800901375,2.0997911564242278e-05,0.00038763496299867194,5.236043787112916e-05,1
0.015306871551240456,0.01628919718287977,0.1170708331884069,0.8170711044939157,0.0001054570086320636,0.00019932506171111656,5.052138027025992e-05,3.635848287232095e-06,0.00019559471121122042,7.57012461445588e-05,0.0016115114159551283,0.0024446230275985974,0.001801759291449831,0.02669687507758997,8.466652184597583e-06,6.520652673818436e-05,2.312817309935601e-06,3.635848287232095e-06,1.7085005289524278e-05,2.2469144511041025e-06,0.011779203428505348,0.01753264734951181,0.14747318976256035,0.543387722818203,0.00017855944392836145,0.00010313175682046169,0.00011739413023173121,0.0002748024868256816,0.0003210588330243936,0.00010012260741721212,0
0.010422196800277402,0.010674190399292169,0.03944669030731156,0.8393325259491845,6.297255425635683e-05,3.9149467087960805e-05,1.7322944588681783e-05,1.5003311202879188e-05,0.00013982414058152698,4.972673687224729e-05,0.0001327166288144438,0.0006113752394558263,0.001813061638039578,0.020766857108550262,4.10361883934047e-06,2.7557761533281538e-05,4.24964589928236e-05,6.212611421864056e-06,9.704984249235375e-06,3.846456140858734e-06,0.006945977408740364,0.025076593789136143,0.06784443050397565,0.536681752158116,7.036436649412332e-05,0.00020489018012200645,2.9114952747706124e-05,8.877928334520242e-05,0.00016489427299632938,4.904183119287383e-05,1
